title,availability,price,category,shop,weight
Стол рабочий СК (800х600х750) (ЛДСП серый),1,7 800 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-200 «Премиум» 1600 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,51 680 руб.,Медицинская мебель,Железная мебель,[]
Стол рабочий СК (1000х600х750) (ЛДСП дуб молочный),1,9 530 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-201 «Премиум» 1200 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,38 380 руб.,Медицинская мебель,Железная мебель,[]
Стол рабочий СКр.1 (1000х600х750) (ЛДСП бук),1,14 030 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-201 «Премиум» 1400 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,44 790 руб.,Медицинская мебель,Железная мебель,[]
Стол рабочий СКр.1 (1200х600х750) (ЛДСП белый),1,14 910 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-201 «Премиум» 1600 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,51 160 руб.,Медицинская мебель,Железная мебель,[]
Стол рабочий СКр (1400х600х750) (ЛДСП бук),1,15 370 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-202 «Премиум» 1200 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,43 860 руб.,Медицинская мебель,Железная мебель,[]
Стол для врача рабочий СКр.2 (ЛДСП дуб молочный),1,28 490 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-202 «Премиум» 1400 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,51 140 руб.,Медицинская мебель,Железная мебель,[]
Стол для врача рабочий СКр.3.1 (ЛДСП белый),1,28 520 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-202 «Премиум» 1600 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,58 090 руб.,Медицинская мебель,Железная мебель,[]
Стол для врача рабочий СКр.3 (ЛДСП дуб молочный),1,31 360 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-203 «Премиум» 1200 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,31 310 руб.,Медицинская мебель,Железная мебель,[]
Стол для врача рабочий СКр.4.1 (ЛДСП бук),1,23 840 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-203 «Премиум» 1400 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,36 570 руб.,Медицинская мебель,Железная мебель,[]
Стол для врача рабочий СКр.4 (ЛДСП дуб молочный),1,26 190 руб.,Медицинская мебель,Железная мебель,[]
"Стол для приборов СП-203 «Премиум» 1600 (столешница постформинг серый, ЛДСП серый, каркас серый)",1,41 820 руб.,Медицинская мебель,Железная мебель,[]
"Стол для врача рабочий СрТ-2.01 (1200х600х750) (ЛДСП бук, каркас серый)",1,22 320 руб.,Медицинская мебель,Железная мебель,[]
"Стол для титрования СТ-200 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,46 330 руб.,Медицинская мебель,Железная мебель,[]
"Стол для врача рабочий СрТ-2.01 (1400х600х750) (ЛДСП серый, каркас белый)",1,25 650 руб.,Медицинская мебель,Железная мебель,[]
"Стол для титрования СТ-201 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,51 780 руб.,Медицинская мебель,Железная мебель,[]
"Стол для врача рабочий СрТ-2.01 (1600х600х750) (ЛДСП бук, каркас серый)",1,28 230 руб.,Медицинская мебель,Железная мебель,[]
"Стол для титрования СТ-202 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,67 560 руб.,Медицинская мебель,Железная мебель,[]
"Стол для врача рабочий СрТ-2.1-01 (1200х600х850) (ЛДСП белый, каркас белый)",1,25 940 руб.,Медицинская мебель,Железная мебель,[]
"Стол для титрования СТ-203 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,103 010 руб.,Медицинская мебель,Железная мебель,[]
"Стол для врача рабочий СрТ-2.1-01 (1400х600х850) (ЛДСП дуб молочный, каркас серый)",1,29 210 руб.,Медицинская мебель,Железная мебель,[]
"Стол для титрования СТ-101 «Стандарт» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,48 080 руб.,Медицинская мебель,Железная мебель,[]
"Стол для физ. исследований СФ-201 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,43 910 руб.,Медицинская мебель,Железная мебель,[]
"Стол для физ. исследований СФ-200 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,62 700 руб.,Медицинская мебель,Железная мебель,[]
"Стол для физ. исследований СФ-202 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,74 090 руб.,Медицинская мебель,Железная мебель,[]
"Стол для физ. исследований СФ-100 «Стандарт» (столеш. постформинг серый, ЛДСП серый, каркас серый)",1,53 360 руб.,Медицинская мебель,Железная мебель,[]
"Стол для хим. исследований СХ-200 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,25 700 руб.,Медицинская мебель,Железная мебель,[]
"Стол для хим. исследований СХ-201 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,95 350 руб.,Медицинская мебель,Железная мебель,[]
"Стол для хим. исследований СХ-202 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,88 970 руб.,Медицинская мебель,Железная мебель,[]
"Стол для хим. исследований СХ-203 «Премиум» (столешница постформинг серый, ЛДСП серый, каркас серый)",1,53 150 руб.,Медицинская мебель,Железная мебель,[]
"Столик медицинский инструментальный СМИ-02-01 (полки металл, колёса серая резина)",1,11 000 руб.,Медицинская мебель,Железная мебель,['16.5']
"Столик медицинский инструментальный СМИ-02-01 (полки металл + стекло, колёса серая резина)",1,10 610 руб.,Медицинская мебель,Железная мебель,['16.5']
"Столик медицинский инструментальный СМИ-02-01 (полки нерж. сталь, колёса серая резина)",1,12 360 руб.,Медицинская мебель,Железная мебель,['16.5']
Стол инструментальный с ограждением (колеса резина) СИо (каркас белый),1,15 420 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) СИ-2н (каркас белый),1,13 510 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) СИ-3н (каркас белый),1,18 190 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) СИ-3с (каркас белый),1,11 010 руб.,Медицинская мебель,Железная мебель,[]
Стол манипуляционный с ограждением (ящик) СИо-1я (каркас белый),1,26 360 руб.,Медицинская мебель,Железная мебель,[]
Стол манипуляционный с ограждением (ящик) СИо-2я (каркас белый),1,30 430 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) с ящиком СИя-2н (каркас белый),1,19 620 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) Ти-1 (каркас белый),1,11 900 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) Ти-2 (каркас белый),1,12 130 руб.,Медицинская мебель,Железная мебель,[]
"Стол инструментальный СИн (нержавеющая сталь, колеса резина)",1,22 820 руб.,Медицинская мебель,Железная мебель,[]
"Стол инструментальный с ящиком СИн-2н (нержавеющая сталь, колеса резина)",1,32 870 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный надкроватный типа «Гусь» СНг (каркас белый),1,14 220 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) СМ-2 (каркас белый),1,13 650 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный (колеса резина) СМ-3 (каркас белый),1,18 380 руб.,Медицинская мебель,Железная мебель,['17']
Стол инструментальный с ящиком (колеса резина) СМя-3 (каркас белый),1,29 000 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный большой СИБ (каркас белый),1,38 120 руб.,Медицинская мебель,Железная мебель,[]
Стол инструментальный большой СИБ-1 (каркас белый),1,45 750 руб.,Медицинская мебель,Железная мебель,[]
Диван для зон ожидания Д03 (Чёрный),1,24 850 руб.,Медицинская мебель,Железная мебель,['25']
Диван для ожидания Д05-1 (Чёрный),1,11 300 руб.,Медицинская мебель,Железная мебель,[]
Диван для ожидания Д05 (Чёрный),1,21 940 руб.,Медицинская мебель,Железная мебель,[]
Диван для ожидания Д06 (Чёрный),1,30 320 руб.,Медицинская мебель,Железная мебель,[]
Банкетка двухместная БО-2/2 (кожзам Эконом белый),1,19 330 руб.,Медицинская мебель,Железная мебель,[]
Банкетка трехместная БО-2/3 (кожзам Эконом белый),1,28 820 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка трехместная БО-3/3 (кожзам Эконом белый, каркас светло-серый)",1,18 550 руб.,Медицинская мебель,Железная мебель,[]
Банкетка одноместная БО-5/1 (кожзам Эконом черный),1,8 830 руб.,Медицинская мебель,Железная мебель,[]
Банкетка двухместная БО-5/2 (кожзам Эконом черный),1,17 390 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло одноместный ДО-8/1 (кожзам Эконом белый),1,16 790 руб.,Медицинская мебель,Железная мебель,[]
Диван трехместный ДО-8/3 (кожзам Эконом белый),1,33 270 руб.,Медицинская мебель,Железная мебель,[]
Банкетка трехместная БО-5/3 (кожзам Эконом черный),1,21 450 руб.,Медицинская мебель,Железная мебель,[]
Банкетка одноместная Б-2х (кожзам Эконом белый),1,12 360 руб.,Медицинская мебель,Железная мебель,[]
Банкетка двухместная БС-2х (кожзам Эконом белый),1,19 600 руб.,Медицинская мебель,Железная мебель,[]
Банкетка трехместная БС-3х (кожзам Эконом белый),1,24 350 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло одноместный ДО-8/4 (кожзам Эконом бежевый),1,16 680 руб.,Медицинская мебель,Железная мебель,[]
Диван двухместный ДО-8/5 левый угол (кожзам Эконом белый),1,23 640 руб.,Медицинская мебель,Железная мебель,[]
Диван двухместный ДО-8/5 правый угол (кожзам Эконом белый),1,23 640 руб.,Медицинская мебель,Железная мебель,[]
Диван трехместный ДО-8/6 левый угол (кожзам Эконом коричневый),1,27 590 руб.,Медицинская мебель,Железная мебель,[]
Диван трехместный ДО-8/6 правый угол (кожзам Эконом белый),1,27 590 руб.,Медицинская мебель,Железная мебель,[]
Диван модульный БС-3х + ДО-8/5 левый угол (кожзам Эконом белый),1,47 990 руб.,Медицинская мебель,Железная мебель,[]
Диван модульный БС-3х + ДО-8/5 правый угол (кожзам Эконом белый),1,47 990 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка двухместная БО-4/2 (кожзам Эконом белый, каркас черный)",1,18 130 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка трехместная БСУ-3х (кожзам Эконом белый, каркас белый)",1,6 770 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка двухместная БУ-2х (кожзам Эконом светло-серый, каркас белый)",1,6 020 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка двухместная БМ-2х (кожзам Эконом светло-серый, каркас белый)",1,8 380 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка трехместная БМ-3х (кожзам Эконом светло-серый, каркас белый)",1,9 560 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка двухместная БМ/1-2х (кожзам Эконом бежевый, каркас бежевый)",1,8 910 руб.,Медицинская мебель,Железная мебель,[]
"Банкетка трехместная БМ/1-3х (кожзам Эконом бежевый, каркас бежевый)",1,11 600 руб.,Медицинская мебель,Железная мебель,[]
Банкетка одноместная БО-1/1 (кожзам Эконом белый),1,15 710 руб.,Медицинская мебель,Железная мебель,[]
Банкетка двухместная БО-1/2 (кожзам Эконом белый),1,24 590 руб.,Медицинская мебель,Железная мебель,[]
Банкетка трехместная Б-3х (кожзам Эконом белый),1,26 890 руб.,Медицинская мебель,Железная мебель,[]
"Диван одноместный Д-1 (кожзам Эконом светло-серый, каркас белый)",1,13 680 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный Д-2 (кожзам Эконом белый, каркас белый)",1,24 480 руб.,Медицинская мебель,Железная мебель,[]
"Диван трехместный Д-3 (кожзам Эконом коричневый, каркас бежевый)",1,34 270 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный ДУ-2х (кожзам Эконом коричневый, каркас бежевый)",1,16 630 руб.,Медицинская мебель,Железная мебель,[]
"Диван трехместный ДУ-3х (кожзам Эконом бежевый, каркас бежевый)",1,19 240 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-1/1 (кожзам Эконом бежевый),1,22 750 руб.,Медицинская мебель,Железная мебель,[]
"Диван-кресло ДО-2/1 (кожзам Эконом коричневый, каркас черный)",1,27 660 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный ДО-2/2 (кожзам Эконом коричневый, каркас черный)",1,36 820 руб.,Медицинская мебель,Железная мебель,[]
"Диван трехместный ДО-2/3 (кожзам Эконом коричневый, каркас черный)",1,43 320 руб.,Медицинская мебель,Железная мебель,[]
"Диван-кресло ДО-3/1 (кожзам Эконом коричневый, каркас черный)",1,19 350 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный ДО-3/2 (кожзам Эконом коричневый, каркас черный)",1,31 040 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-4/1 (кожзам Эконом белый),1,23 320 руб.,Медицинская мебель,Железная мебель,[]
Диван двухместный ДО-4/2 (кожзам Эконом белый),1,35 840 руб.,Медицинская мебель,Железная мебель,[]
"Диван-кресло ДО-5/1 (кожзам Эконом серый, каркас серый)",1,19 890 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный ДО-5/2 (кожзам Эконом коричневый, каркас серый)",1,31 200 руб.,Медицинская мебель,Железная мебель,[]
"Диван трехместный ДО-5/3 (кожзам Эконом белый, каркас серый)",1,40 750 руб.,Медицинская мебель,Железная мебель,[]
"Диван-кресло ДО-6/1 (кожзам Эконом серый, каркас серый)",1,20 530 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный ДО-6/2 (кожзам Эконом бежевый, каркас серый)",1,32 000 руб.,Медицинская мебель,Железная мебель,[]
"Диван трехместный ДО-6/3 (кожзам Эконом белый, каркас серый)",1,41 070 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-7/1 (кожзам Эконом белый),1,25 310 руб.,Медицинская мебель,Железная мебель,[]
"Диван двухместный ДО-7/2/3 (кожзам Эконом белый, каркас серый)",1,41 840 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-9/1 (кожзам Эконом бежевый),1,24 230 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-10/1 (кожзам Эконом белый),1,27 490 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-11/1 (кожзам Эконом белый),1,24 640 руб.,Медицинская мебель,Железная мебель,[]
Диван двухместный ДО-11/2 (кожзам Эконом белый),1,33 120 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДО-12/1 (кожзам Эконом коричневый),1,31 220 руб.,Медицинская мебель,Железная мебель,[]
Диван-кресло ДМ-1 (кожзам Эконом белый),1,17 880 руб.,Медицинская мебель,Железная мебель,[]
Диван двухместный ДМ-2 (кожзам Эконом белый),1,32 600 руб.,Медицинская мебель,Железная мебель,[]
Диван внутренний угол ДМв (кожзам Эконом белый),1,32 330 руб.,Медицинская мебель,Железная мебель,[]
Диван наружный угол ДМн (кожзам Эконом белый),1,22 090 руб.,Медицинская мебель,Железная мебель,[]
Стул стоматолога С-2-06,1,14 680 руб.,Медицинская мебель,Железная мебель,['12']
Стул стоматолога С-2,1,36 900 руб.,Медицинская мебель,Железная мебель,['15']
Стул с подлокотниками оперирующего хирурга С-2-09,1,44 440 руб.,Медицинская мебель,Железная мебель,['20']
Табурет для медицинских учреждений Т05 (Чёрный),1,7 700 руб.,Медицинская мебель,Железная мебель,['5']
Табурет медицинский Т06(1) (Чёрный),1,9 290 руб.,Медицинская мебель,Железная мебель,['5.5']
Табурет для медицинских учреждений Т10 (Чёрный),1,9 290 руб.,Медицинская мебель,Железная мебель,[]
Табурет медицинский с полиуретановым сиденьем Т06,1,10 490 руб.,Медицинская мебель,Железная мебель,['5']
Табурет винтовой с полиуретановым сиденьем Т08,1,9 960 руб.,Медицинская мебель,Железная мебель,[]
Табурет промышленный с полиуретановым сиденьем Т09/К,1,13 280 руб.,Медицинская мебель,Железная мебель,[]
Табурет с полиуретановым сиденьем Т10,1,10 490 руб.,Медицинская мебель,Железная мебель,['6']
Табурет полиуретановый Т11,1,12 220 руб.,Медицинская мебель,Железная мебель,['5.6']
"Стул для ученика ШС-04, сиденье и спинка полиуретан (Голубой)",1,11 950 руб.,Медицинская мебель,Железная мебель,['6']
"Стул (кресло) винтовой КР10-1, сиденье и спинка полиуретан",1,16 620 руб.,Медицинская мебель,Железная мебель,['8']
"Стул на винтовой опоре КР10-1 (1), сиденье и спинка полиуретан",1,16 620 руб.,Медицинская мебель,Железная мебель,['8']
Стул подъемно-поворотный КР10-1(2) с пенополиуретановыми сиденьем и спинкой,1,16 620 руб.,Медицинская мебель,Железная мебель,[]
"Стул (кресло) промышленный КР10-2, сиденье и спинка полиуретан",1,18 340 руб.,Медицинская мебель,Железная мебель,[]
Табурет винтовой Т01-1 (Чёрный),1,7 300 руб.,Медицинская мебель,Железная мебель,[]
"Стул промышленный КР10-2(1), сиденье и спинка полиуретан",1,18 340 руб.,Медицинская мебель,Железная мебель,[]
"Стул (кресло) лабораторный КР10-2/К, сиденье и спинка полиуретан",1,19 670 руб.,Медицинская мебель,Железная мебель,[]
Стул полиуретановый КР11,1,18 340 руб.,Медицинская мебель,Железная мебель,['8.5']
Стул полиуретановый КР12,1,23 920 руб.,Медицинская мебель,Железная мебель,['9.5']
Табурет антистатический Т11-В(А),1,19 930 руб.,Медицинская мебель,Железная мебель,['7']
Табурет на винтовой опоре Т01 (Чёрный),1,6 630 руб.,Медицинская мебель,Железная мебель,[]
Табурет винтовой Т01-1 (сиденье МДФ),1,7 960 руб.,Медицинская мебель,Железная мебель,[]
Табурет на винтовой опоре Т02 (Чёрный),1,7 960 руб.,Медицинская мебель,Железная мебель,[]
Табурет винтовой Т02-1 с регулируемой опорой для ног (Чёрный),1,8 630 руб.,Медицинская мебель,Железная мебель,[]
Табурет винтовой Т02-1 (МДФ) с регулируемой опорой для ног,1,9 290 руб.,Медицинская мебель,Железная мебель,[]
Табурет на винтовой опоре Т03 с усиленной опорой для ног (Чёрный),1,8 630 руб.,Медицинская мебель,Железная мебель,[]
Стул промышленный КР03 (Чёрный),1,11 290 руб.,Медицинская мебель,Железная мебель,[]
Стул медицинский СТ2 (Чёрный),1,8 630 руб.,Медицинская мебель,Железная мебель,[]
Стул с пюпитром СТ2 (Чёрный),1,13 280 руб.,Медицинская мебель,Железная мебель,[]
Стул металлический перфорированный СТ11 для медицинских учреждений белый,1,8 630 руб.,Медицинская мебель,Железная мебель,[]
Стул медицинский с подлокотниками СТ3 (Чёрный),1,10 090 руб.,Медицинская мебель,Железная мебель,[]
Аптечка ПЕ13,1,2 280 руб.,Медицинская мебель,Железная мебель,[]
Аптечка АМУ-1,1,1 990 руб.,Медицинская мебель,Железная мебель,['2.77']
"Шкаф картотечный на 4 ящика ШК-4 (каркас белый, ЛДСП белый, ящики белые)",1,24 380 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф картотечный на 8 ящиков ШК-8 (каркас белый, ЛДСП белый, ящики белые)",1,28 640 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф картотечный на 24 ящика ШК-24 (каркас бежевый, ЛДСП бук)",1,80 600 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф картотечный на 12 ящиков ШК-24/1 (каркас белый, ЛДСП дуб молочный)",1,73 810 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф картотечный СК-40 (каркас белый, ЛДСП белый)",1,39 570 руб.,Медицинская мебель,Железная мебель,[]
"Ростомер для взрослых Р (каркас белый, ЛДСП белый)",1,13 590 руб.,Медицинская мебель,Железная мебель,[]
Стеллаж металлический МСК-813.600.5 (5 полок),0,12 690 руб.,Медицинская мебель,Железная мебель,[]
Стеллаж-стойка металлический С (каркас серый),1,22 240 руб.,Медицинская мебель,Железная мебель,[]
"Стеллаж металлический С-3, нержавеющие полки (каркас серый)",1,62 370 руб.,Медицинская мебель,Железная мебель,[]
Стеллаж-стойка металлический передвижной СП (каркас белый),1,20 860 руб.,Медицинская мебель,Железная мебель,[]
"Стеллаж-стойка металлический передвижной СП, нержавеющие полки (каркас белый)",1,34 290 руб.,Медицинская мебель,Железная мебель,[]
Медицинская тележка МД ТБН,1,29 540 руб.,Медицинская мебель,Железная мебель,['41']
Медицинская тележка-каталка Hilfe для автомобилей скорой медицинской помощи,1,154 570 руб.,Медицинская мебель,Железная мебель,['108']
Тележка медицинская межкорпусная ТМк (каркас белый),1,40 370 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская межкорпусная ТМк-1 (каркас белый),1,44 500 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская межкорпусная ТМк-2 (каркас белый),1,44 500 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская межкорпусная ТМк-3 (каркас белый),1,44 500 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская межкорпусная ТМк-4 (каркас белый),1,67 280 руб.,Медицинская мебель,Железная мебель,[]
Тележка межкорпусная для перевозки грузов ТГ (каркас белый),1,32 210 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская универсальная ТУ полки нержавеющая сталь (каркас белый),1,31 490 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская универсальная ТУ нержавеющая сталь,1,44 090 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская универсальная ТУ-1 полки нержавеющая сталь (каркас белый),1,44 470 руб.,Медицинская мебель,Железная мебель,[]
Тележка медицинская универсальная ТУ-1 нержавеющая сталь,1,61 980 руб.,Медицинская мебель,Железная мебель,[]
Тележка для уборки помещений ТБО-1 (каркас белый),1,22 470 руб.,Медицинская мебель,Железная мебель,[]
Ширма медицинская MB S,1,3 220 руб.,Медицинская мебель,Железная мебель,['3.8']
Разборная медицинская ширма Ш03 с ПВХ,1,5 700 руб.,Медицинская мебель,Железная мебель,[]
Ширма медицинская с пластиком на колесиках Ш02,1,9 290 руб.,Медицинская мебель,Железная мебель,['7']
Ширма двухсекционная ПВХ Ш-2 (каркас белый),1,9 320 руб.,Медицинская мебель,Железная мебель,[]
Ширма трехсекционная ПВХ Ш-3 (каркас белый),1,14 140 руб.,Медицинская мебель,Железная мебель,[]
Ширма односекционная ПВХ Ш-1 (каркас белый),1,4 740 руб.,Медицинская мебель,Железная мебель,[]
Ширма односекционная пластик Ш-1/1 (каркас белый),1,13 410 руб.,Медицинская мебель,Железная мебель,[]
Ширма двухсекционная пластик Ш-2/1 (каркас белый),1,31 270 руб.,Медицинская мебель,Железная мебель,[]
Ширма трехсекционная пластик Ш-3/1 (каркас белый),1,40 570 руб.,Медицинская мебель,Железная мебель,[]
Штатив медицинский MBS-01 (КМ МШ-2),1,1 870 руб.,Медицинская мебель,Железная мебель,['1.5']
Штатив медицинский MDS-01 (КМ ШДВ-1),1,3 250 руб.,Медицинская мебель,Железная мебель,['2.3']
Штатив медицинский КМ ШДВ-2,1,1 910 руб.,Медицинская мебель,Железная мебель,['1.9']
Стойка для забора крови СП01 (Чёрный),1,4 640 руб.,Медицинская мебель,Железная мебель,[]
Штатив-капельница медицинский П04,1,2 510 руб.,Медицинская мебель,Железная мебель,['2']
Штатив медицинский для вливаний П01,1,3 310 руб.,Медицинская мебель,Железная мебель,['2.8']
Подставка-штатив медицинский для вливаний П02,1,3 440 руб.,Медицинская мебель,Железная мебель,['3']
Штатив медицинский для вливаний разборный П03,1,3 170 руб.,Медицинская мебель,Железная мебель,['2']
Штатив для подтягивания с замком ШтдП (каркас белый),1,6 120 руб.,Медицинская мебель,Железная мебель,[]
Штатив для капельницы ШтдВ (каркас белый),1,2 740 руб.,Медицинская мебель,Железная мебель,[]
"Стойка для установки облучателя-рециркулятора (АРМЕД СН-111-115, СН-111-130) белый",1,3 100 руб.,Медицинская мебель,Железная мебель,['2.15']
Стойка для установки облучателя-рециркулятора (РБО ОБРИОН) белый,1,3 100 руб.,Медицинская мебель,Железная мебель,['2.15']
"Стойка для установки облучателя-рециркулятора (АРМЕД СН-211-115, СН-211-130) белый",1,3 520 руб.,Медицинская мебель,Железная мебель,['2.2']
"Стойка для установки облучателя-рециркулятора (МСК-909, МСК-910, МСК-911) белый",1,3 740 руб.,Медицинская мебель,Железная мебель,['2.2']
Стойка для установки облучателя-рециркулятора (РБ-18-Я-ФП-02) белый,1,3 880 руб.,Медицинская мебель,Железная мебель,['2.2']
Стойка для установки облучателя-рециркулятора (Дефендер 2-15) белый,1,3 880 руб.,Медицинская мебель,Железная мебель,[]
"Стойка для установки облучателя-рециркулятора (АРМЕД СН-311-115, СН-511-115) белый",1,3 670 руб.,Медицинская мебель,Железная мебель,['2.4']
Стойка для установки облучателя-рециркулятора (Дезар-3) белый,1,4 140 руб.,Медицинская мебель,Железная мебель,['2.4']
Стойка для установки облучателя-рециркулятора (Дезар-5) белый,1,4 320 руб.,Медицинская мебель,Железная мебель,['2.4']
Рециркулятор бактерицидный настольный МСК-3919Б,1,4 540 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-3909,1,9 750 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-3913,1,10 920 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-911,1,5 560 руб.,Медицинская мебель,Железная мебель,['7']
Рециркулятор бактерицидный МСК-910/Ф,1,8 840 руб.,Медицинская мебель,Железная мебель,['6']
Рециркулятор бактерицидный МСК-913/Ф,1,10 920 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-909Б,1,11 400 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-3909Б,1,11 400 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-911/Ф,1,13 100 руб.,Медицинская мебель,Железная мебель,['7']
Рециркулятор бактерицидный МСК-913Б,1,12 740 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-3913Б,1,12 740 руб.,Медицинская мебель,Железная мебель,['5']
Рециркулятор бактерицидный МСК-911Б,1,13 710 руб.,Медицинская мебель,Железная мебель,['7']
Рециркулятор бактерицидный с корпусом из нержавеющей стали МСК-5909,1,13 070 руб.,Медицинская мебель,Железная мебель,['9']
Рециркулятор бактерицидный МСК-908,1,8 450 руб.,Медицинская мебель,Железная мебель,['7']
Рециркулятор бактерицидный для с корпусом из нержавеющей стали МСК-5913,1,14 290 руб.,Медицинская мебель,Железная мебель,['8']
Рециркулятор бактерицидный МСК-908/Ф,1,15 480 руб.,Медицинская мебель,Железная мебель,['8']
Рециркулятор бактерицидный с корпусом из нержавеющей стали МСК-5909Б,1,15 110 руб.,Медицинская мебель,Железная мебель,['9']
Рециркулятор бактерицидный МСК-916,1,16 540 руб.,Медицинская мебель,Железная мебель,['14']
Рециркулятор бактерицидный МСК-908Б,1,17 310 руб.,Медицинская мебель,Железная мебель,['8']
Рециркулятор бактерицидный для с корпусом из нержавеющей стали МСК-5913Б,1,16 500 руб.,Медицинская мебель,Железная мебель,['8']
Рециркулятор бактерицидный с корпусом из нержавеющей стали МСК-5911,1,17 380 руб.,Медицинская мебель,Железная мебель,['8']
Рециркулятор бактерицидный МСК-940,1,19 150 руб.,Медицинская мебель,Железная мебель,['17']
Рециркулятор бактерицидный МСК-916.1,1,19 590 руб.,Медицинская мебель,Железная мебель,['17.5']
Рециркулятор бактерицидный с корпусом из нержавеющей стали МСК-5908,1,19 090 руб.,Медицинская мебель,Железная мебель,['9']
